Internal Name,Research,ID
TikiPants,1,1161
LeafWings,1,1162
BlizzardinaBalloon,1,1163
BundleofBalloons,1,1164
BatWings,1,1165
BoneSword,1,1166
HerculesBeetle,1,1167
SmokeBomb,25,1168
BoneKey,1,1169
Nectar,1,1170
TikiTotem,1,1171
LizardEgg,1,1172
GraveMarker,2,1173
CrossGraveMarker,2,1174
Headstone,2,1175
Gravestone,2,1176
Obelisk,2,1177
LeafBlower,1,1178
ChlorophyteBullet,99,1179
ParrotCracker,1,1180
StrangeGlowingMushroom,1,1181
Seedling,1,1182
WispinaBottle,1,1183
PalladiumBar,25,1184
PalladiumSword,1,1185
PalladiumPike,1,1186
PalladiumRepeater,1,1187
PalladiumPickaxe,1,1188
PalladiumDrill,1,1189
PalladiumChainsaw,1,1190
OrichalcumBar,25,1191
OrichalcumSword,1,1192
OrichalcumHalberd,1,1193
OrichalcumRepeater,1,1194
OrichalcumPickaxe,1,1195
OrichalcumDrill,1,1196
OrichalcumChainsaw,1,1197
TitaniumBar,25,1198
TitaniumSword,1,1199
TitaniumTrident,1,1200
TitaniumRepeater,1,1201
TitaniumPickaxe,1,1202
TitaniumDrill,1,1203
TitaniumChainsaw,1,1204
PalladiumMask,1,1205
PalladiumHelmet,1,1206
PalladiumHeadgear,1,1207
PalladiumBreastplate,1,1208
PalladiumLeggings,1,1209
OrichalcumMask,1,1210
OrichalcumHelmet,1,1211
OrichalcumHeadgear,1,1212
OrichalcumBreastplate,1,1213
OrichalcumLeggings,1,1214
TitaniumMask,1,1215
TitaniumHelmet,1,1216
TitaniumHeadgear,1,1217
TitaniumBreastplate,1,1218
TitaniumLeggings,1,1219
OrichalcumAnvil,1,1220
TitaniumForge,1,1221
PalladiumWaraxe,1,1222
OrichalcumWaraxe,1,1223
TitaniumWaraxe,1,1224
HallowedBar,25,1225
ChlorophyteClaymore,1,1226
ChlorophyteSaber,1,1227
ChlorophytePartisan,1,1228
ChlorophyteShotbow,1,1229
ChlorophytePickaxe,1,1230
ChlorophyteDrill,1,1231
ChlorophyteChainsaw,1,1232
ChlorophyteGreataxe,1,1233
ChlorophyteWarhammer,1,1234
ChlorophyteArrow,99,1235
AmethystHook,1,1236
TopazHook,1,1237
SapphireHook,1,1238
EmeraldHook,1,1239
RubyHook,1,1240
DiamondHook,1,1241
AmberMosquito,1,1242
UmbrellaHat,1,1243
NimbusRod,1,1244
OrangeTorch,100,1245
CrimsandBlock,100,1246
BeeCloak,1,1247
EyeoftheGolem,1,1248
HoneyBalloon,1,1249
BlueHorseshoeBalloon,1,1250
WhiteHorseshoeBalloon,1,1251
YellowHorseshoeBalloon,1,1252
FrozenTurtleShell,1,1253
SniperRifle,1,1254
VenusMagnum,1,1255
CrimsonRod,1,1256
CrimtaneBar,25,1257
Stynger,1,1258
FlowerPow,1,1259
RainbowGun,1,1260
StyngerBolt,99,1261
ChlorophyteJackhammer,1,1262
Teleporter,1,1263
FlowerofFrost,1,1264
Uzi,1,1265
MagnetSphere,1,1266
PurpleStainedGlass,400,1267
YellowStainedGlass,400,1268
BlueStainedGlass,400,1269
GreenStainedGlass,400,1270
RedStainedGlass,400,1271
MulticoloredStainedGlass,400,1272
SkeletronHand,1,1273
Skull,1,1274
BallaHat,1,1275
GangstaHat,1,1276
SailorHat,1,1277
EyePatch,1,1278
SailorShirt,1,1279
SailorPants,1,1280
SkeletronMask,1,1281
AmethystRobe,1,1282
TopazRobe,1,1283
SapphireRobe,1,1284
EmeraldRobe,1,1285
RubyRobe,1,1286
DiamondRobe,1,1287
WhiteTuxedoShirt,1,1288
WhiteTuxedoPants,1,1289
PanicNecklace,1,1290
LifeFruit,10,1291
LihzahrdAltar,1,1292
LihzahrdPowerCell,3,1293
Picksaw,1,1294
HeatRay,1,1295
StaffofEarth,1,1296
GolemFist,1,1297
WaterChest,1,1298
Binoculars,1,1299
RifleScope,1,1300
DestroyerEmblem,1,1301
HighVelocityBullet,99,1302
JellyfishNecklace,1,1303
ZombieArm,1,1304
TheAxe,1,1305
IceSickle,1,1306
ClothierVoodooDoll,1,1307
PoisonStaff,1,1308
SlimeStaff,1,1309
PoisonDart,99,1310
EyeSpring,1,1311
ToySled,1,1312
BookofSkulls,1,1313
KOCannon,1,1314
PirateMap,3,1315
TurtleHelmet,1,1316
TurtleScaleMail,1,1317
TurtleLeggings,1,1318
SnowballCannon,1,1319
BonePickaxe,1,1320
MagicQuiver,1,1321
MagmaStone,1,1322
ObsidianRose,1,1323
Bananarang,1,1324
ChainKnife,1,1325
RodofDiscord,1,1326
DeathSickle,1,1327
TurtleShell,3,1328
TissueSample,25,1329
Vertebrae,25,1330
BloodySpine,3,1331
Ichor,25,1332
IchorTorch,100,1333
IchorArrow,99,1334
IchorBullet,99,1335
GoldenShower,1,1336
BunnyCannon,1,1337
ExplosiveBunny,25,1338
VialofVenom,25,1339
FlaskofVenom,20,1340
VenomArrow,99,1341
VenomBullet,99,1342
FireGauntlet,1,1343
Cog,100,1344
Confetti,25,1345
Nanites,25,1346
ExplosivePowder,25,1347
GoldDust,25,1348
PartyBullet,99,1349
NanoBullet,99,1350
ExplodingBullet,99,1351
GoldenBullet,99,1352
FlaskofCursedFlames,20,1353
FlaskofFire,20,1354
FlaskofGold,20,1355
FlaskofIchor,20,1356
FlaskofNanites,20,1357
FlaskofParty,20,1358
FlaskofPoison,20,1359
EyeofCthulhuTrophy,1,1360
EaterofWorldsTrophy,1,1361
BrainofCthulhuTrophy,1,1362
SkeletronTrophy,1,1363
QueenBeeTrophy,1,1364
WallofFleshTrophy,1,1365
DestroyerTrophy,1,1366
SkeletronPrimeTrophy,1,1367
RetinazerTrophy,1,1368
SpazmatismTrophy,1,1369
PlanteraTrophy,1,1370
GolemTrophy,1,1371
BloodMoonRising,1,1372
TheHangedMan,1,1373
GloryoftheFire,1,1374
BoneWarp,1,1375
WallSkeleton,1,1376
HangingSkeleton,1,1377
BlueSlabWall,400,1378
BlueTiledWall,400,1379
PinkSlabWall,400,1380
PinkTiledWall,400,1381
GreenSlabWall,400,1382
GreenTiledWall,400,1383
BlueBrickPlatform,25,1384
PinkBrickPlatform,25,1385
GreenBrickPlatform,25,1386
MetalShelf,25,1387
BrassShelf,25,1388
WoodShelf,25,1389
BrassLantern,1,1390
CagedLantern,1,1391
CarriageLantern,1,1392
AlchemyLantern,1,1393
DiablostLamp,1,1394
OilRagSconse,1,1395
BlueDungeonChair,1,1396
BlueDungeonTable,1,1397
BlueDungeonWorkBench,1,1398
GreenDungeonChair,1,1399
GreenDungeonTable,1,1400
GreenDungeonWorkBench,1,1401
PinkDungeonChair,1,1402
PinkDungeonTable,1,1403
PinkDungeonWorkBench,1,1404
BlueDungeonCandle,1,1405
GreenDungeonCandle,1,1406
PinkDungeonCandle,1,1407
BlueDungeonVase,1,1408
GreenDungeonVase,1,1409
PinkDungeonVase,1,1410
BlueDungeonDoor,1,1411
GreenDungeonDoor,1,1412
PinkDungeonDoor,1,1413
BlueDungeonBookcase,1,1414
GreenDungeonBookcase,1,1415
PinkDungeonBookcase,1,1416
Catacomb,1,1417
DungeonShelf,25,1418
SkellingtonJSkellingsworth,1,1419
TheCursedMan,1,1420
TheEyeSeestheEnd,1,1421
SomethingEvilisWatchingYou,1,1422
TheTwinsHaveAwoken,1,1423
TheScreamer,1,1424
GoblinsPlayingPoker,1,1425
Dryadisque,1,1426
Sunflowers,1,1427
TerrarianGothic,1,1428
Beanie,1,1429
ImbuingStation,1,1430
StarinaBottle,1,1431
EmptyBullet,100,1432
Impact,1,1433
PoweredbyBirds,1,1434
TheDestroyer,1,1435
ThePersistencyofEyes,1,1436
UnicornCrossingtheHallows,1,1437
GreatWave,1,1438
StarryNight,1,1439
GuidePicasso,1,1440
TheGuardiansGaze,1,1441
FatherofSomeone,1,1442
NurseLisa,1,1443
ShadowbeamStaff,1,1444
InfernoFork,1,1445
SpectreStaff,1,1446
WoodenFence,400,1447
LeadFence,400,1448
BubbleMachine,1,1449
BubbleWand,1,1450
MarchingBonesBanner,1,1451
NecromanticSign,1,1452
RustedCompanyStandard,1,1453
RaggedBrotherhoodSigil,1,1454
MoltenLegionFlag,1,1455
DiabolicSigil,1,1456
ObsidianPlatform,200,1457
ObsidianDoor,1,1458
ObsidianChair,1,1459
ObsidianTable,1,1460
ObsidianWorkBench,1,1461
ObsidianVase,1,1462
ObsidianBookcase,1,1463
HellboundBanner,1,1464
HellHammerBanner,1,1465
HelltowerBanner,1,1466
LostHopesofManBanner,1,1467
ObsidianWatcherBanner,1,1468
LavaEruptsBanner,1,1469
BlueDungeonBed,1,1470
GreenDungeonBed,1,1471
PinkDungeonBed,1,1472
ObsidianBed,1,1473
Waldo,1,1474
Darkness,1,1475
DarkSoulReaper,1,1476
Land,1,1477
TrappedGhost,1,1478
DemonsEye,1,1479
FindingGold,1,1480
FirstEncounter,1,1481
GoodMorning,1,1482
UndergroundReward,1,1483
ThroughtheWindow,1,1484
PlaceAbovetheClouds,1,1485
DoNotStepontheGrass,1,1486
ColdWatersintheWhiteLand,1,1487
LightlessChasms,1,1488
TheLandofDeceivingLooks,1,1489
Daylight,1,1490
SecretoftheSands,1,1491
DeadlandComesAlive,1,1492
EvilPresence,1,1493
SkyGuardian,1,1494
AmericanExplosive,1,1495
Discover,1,1496
HandEarth,1,1497
OldMiner,1,1498
Skelehead,1,1499
FacingtheCerebralMastermind,1,1500
LakeofFire,1,1501
TrioSuperHeroes,1,1502
SpectreHood,1,1503
SpectreRobe,1,1504
SpectrePants,1,1505
SpectrePickaxe,1,1506
SpectreHamaxe,1,1507
Ectoplasm,25,1508
GothicChair,1,1509
GothicTable,1,1510
GothicWorkBench,1,1511
GothicBookcase,1,1512
PaladinsHammer,1,1513
SWATHelmet,1,1514
BeeWings,1,1515
GiantHarpyFeather,1,1516
BoneFeather,1,1517
FireFeather,1,1518
IceFeather,1,1519
BrokenBatWing,1,1520
TatteredBeeWing,1,1521
LargeAmethyst,1,1522
LargeTopaz,1,1523
LargeSapphire,1,1524
LargeEmerald,1,1525
LargeRuby,1,1526
LargeDiamond,1,1527
JungleChest,1,1528
CorruptionChest,1,1529
CrimsonChest,1,1530
HallowedChest,1,1531
FrozenChest,1,1532
JungleKey,1,1533
CorruptionKey,1,1534
CrimsonKey,1,1535
HallowedKey,1,1536
FrozenKey,1,1537
ImpFace,1,1538
OminousPresence,1,1539
ShiningMoon,1,1540
LivingGore,1,1541
FlowingMagma,1,1542
SpectrePaintbrush,1,1543
SpectrePaintRoller,1,1544
SpectrePaintScraper,1,1545
ShroomiteHeadgear,1,1546
ShroomiteMask,1,1547
ShroomiteHelmet,1,1548
ShroomiteBreastplate,1,1549
ShroomiteLeggings,1,1550
Autohammer,1,1551
ShroomiteBar,25,1552
SDMG,1,1553
CenxsTiara,1,1554
CenxsBreastplate,1,1555
CenxsLeggings,1,1556
CrownosMask,1,1557
CrownosBreastplate,1,1558
CrownosLeggings,1,1559
WillsHelmet,1,1560
WillsBreastplate,1,1561
WillsLeggings,1,1562
JimsHelmet,1,1563
JimsBreastplate,1,1564
JimsLeggings,1,1565
AaronsHelmet,1,1566
AaronsBreastplate,1,1567
AaronsLeggings,1,1568
VampireKnives,1,1569
BrokenHeroSword,1,1570
ScourgeoftheCorruptor,1,1571
StaffoftheFrostHydra,1,1572
TheCreationoftheGuide,1,1573
TheMerchant,1,1574
CrownoDevoursHisLunch,1,1575
RareEnchantment,1,1576
GloriousNight,1,1577
SweetheartNecklace,1,1578
FlurryBoots,1,1579
DTownsHelmet,1,1580
DTownsBreastplate,1,1581
DTownsLeggings,1,1582
DTownsWings,1,1583
WillsWings,1,1584
CrownosWings,1,1585
CenxsWings,1,1586
CenxsDress,1,1587
CenxsDressPants,1,1588
PalladiumColumn,100,1589
PalladiumColumnWall,400,1590
BubblegumBlock,100,1591
BubblegumBlockWall,400,1592
TitanstoneBlock,100,1593
TitanstoneBlockWall,400,1594
MagicCuffs,1,1595
MusicBoxSnow,1,1596
MusicBoxSpace,1,1597
MusicBoxCrimson,1,1598
MusicBoxBoss4,1,1599
MusicBoxAltOverworldDay,1,1600
MusicBoxRain,1,1601
MusicBoxIce,1,1602
MusicBoxDesert,1,1603
MusicBoxOcean,1,1604
MusicBoxDungeon,1,1605
MusicBoxPlantera,1,1606
MusicBoxBoss5,1,1607
MusicBoxTemple,1,1608
MusicBoxEclipse,1,1609
MusicBoxMushrooms,1,1610
ButterflyDust,1,1611
AnkhCharm,1,1612
AnkhShield,1,1613
BlueFlare,99,1614
AnglerFishBanner,1,1615
AngryNimbusBanner,1,1616
AnomuraFungusBanner,1,1617
AntlionBanner,1,1618
ArapaimaBanner,1,1619
ArmoredSkeletonBanner,1,1620
BatBanner,1,1621
BirdBanner,1,1622
BlackRecluseBanner,1,1623
BloodFeederBanner,1,1624
BloodJellyBanner,1,1625
BloodCrawlerBanner,1,1626
BoneSerpentBanner,1,1627
BunnyBanner,1,1628
ChaosElementalBanner,1,1629
MimicBanner,1,1630
ClownBanner,1,1631
CorruptBunnyBanner,1,1632
CorruptGoldfishBanner,1,1633
CrabBanner,1,1634
CrimeraBanner,1,1635
CrimsonAxeBanner,1,1636
CursedHammerBanner,1,1637
DemonBanner,1,1638
DemonEyeBanner,1,1639
DerplingBanner,1,1640
EaterofSoulsBanner,1,1641
EnchantedSwordBanner,1,1642
ZombieEskimoBanner,1,1643
FaceMonsterBanner,1,1644
FloatyGrossBanner,1,1645
FlyingFishBanner,1,1646
FlyingSnakeBanner,1,1647
FrankensteinBanner,1,1648
FungiBulbBanner,1,1649
FungoFishBanner,1,1650
GastropodBanner,1,1651
GoblinThiefBanner,1,1652
GoblinSorcererBanner,1,1653
GoblinPeonBanner,1,1654
GoblinScoutBanner,1,1655
GoblinWarriorBanner,1,1656
GoldfishBanner,1,1657
HarpyBanner,1,1658
HellbatBanner,1,1659
HerplingBanner,1,1660
HornetBanner,1,1661
IceElementalBanner,1,1662
IcyMermanBanner,1,1663
FireImpBanner,1,1664
JellyfishBanner,1,1665
JungleCreeperBanner,1,1666
LihzahrdBanner,1,1667
ManEaterBanner,1,1668
MeteorHeadBanner,1,1669
MothBanner,1,1670
MummyBanner,1,1671
MushiLadybugBanner,1,1672
ParrotBanner,1,1673
PigronBanner,1,1674
PiranhaBanner,1,1675
PirateBanner,1,1676
PixieBanner,1,1677
RaincoatZombieBanner,1,1678
ReaperBanner,1,1679
SharkBanner,1,1680
SkeletonBanner,1,1681
SkeletonMageBanner,1,1682
SlimeBanner,1,1683
SnowFlinxBanner,1,1684
SpiderBanner,1,1685
SporeZombieBanner,1,1686
SwampThingBanner,1,1687
TortoiseBanner,1,1688
ToxicSludgeBanner,1,1689
UmbrellaSlimeBanner,1,1690
UnicornBanner,1,1691
VampireBanner,1,1692
VultureBanner,1,1693
NypmhBanner,1,1694
WerewolfBanner,1,1695
WolfBanner,1,1696
WorldFeederBanner,1,1697
WormBanner,1,1698
WraithBanner,1,1699
WyvernBanner,1,1700
ZombieBanner,1,1701
GlassPlatform,200,1702
GlassChair,1,1703
GoldenChair,1,1704
GoldenToilet,1,1705
BarStool,1,1706
HoneyChair,1,1707
SteampunkChair,1,1708
GlassDoor,1,1709
GoldenDoor,1,1710
HoneyDoor,1,1711
SteampunkDoor,1,1712
GlassTable,1,1713
BanquetTable,1,1714
Bar,1,1715
GoldenTable,1,1716
HoneyTable,1,1717
SteampunkTable,1,1718
GlassBed,1,1719
GoldenBed,1,1720
HoneyBed,1,1721
SteampunkBed,1,1722
LivingWoodWall,400,1723
FartinaJar,1,1724
Pumpkin,100,1725
PumpkinWall,400,1726
Hay,100,1727
HayWall,400,1728
SpookyWood,100,1729
SpookyWoodWall,400,1730
PumpkinHelmet,1,1731
PumpkinBreastplate,1,1732
PumpkinLeggings,1,1733
CandyApple,n/a,1734
SoulCake,n/a,1735
NurseHat,1,1736
NurseShirt,1,1737
NursePants,1,1738
WizardsHat,1,1739
GuyFawkesMask,1,1740
DyeTraderRobe,1,1741
SteampunkGoggles,1,1742
CyborgHelmet,1,1743
CyborgShirt,1,1744
CyborgPants,1,1745
CreeperMask,1,1746
CreeperShirt,1,1747
CreeperPants,1,1748
CatMask,1,1749
CatShirt,1,1750
CatPants,1,1751
GhostMask,1,1752
GhostShirt,1,1753
PumpkinMask,1,1754
PumpkinShirt,1,1755
PumpkinPants,1,1756
RobotMask,1,1757
RobotShirt,1,1758
RobotPants,1,1759
UnicornMask,1,1760
UnicornShirt,1,1761
UnicornPants,1,1762
VampireMask,1,1763
VampireShirt,1,1764
VampirePants,1,1765
WitchHat,1,1766
LeprechaunHat,1,1767
LeprechaunShirt,1,1768
LeprechaunPants,1,1769
PixieShirt,1,1770
PixiePants,1,1771
PrincessHat,1,1772
PrincessDressNew,1,1773
GoodieBag,10,1774
WitchDress,1,1775
WitchBoots,1,1776
BrideofFrankensteinMask,1,1777
BrideofFrankensteinDress,1,1778
KarateTortoiseMask,1,1779
KarateTortoiseShirt,1,1780
KarateTortoisePants,1,1781
CandyCornRifle,1,1782
CandyCorn,99,1783
JackOLanternLauncher,1,1784
ExplosiveJackOLantern,99,1785
Sickle,1,1786
PumpkinPie,10,1787
ScarecrowHat,1,1788
ScarecrowShirt,1,1789
ScarecrowPants,1,1790
Cauldron,1,1791
PumpkinChair,1,1792
PumpkinDoor,1,1793
PumpkinTable,1,1794
PumpkinWorkBench,1,1795
PumpkinPlatform,200,1796
TatteredFairyWings,1,1797
SpiderEgg,1,1798
MagicalPumpkinSeed,1,1799
BatHook,1,1800
BatScepter,1,1801
RavenStaff,1,1802
JungleKeyMold,n/a,1803
CorruptionKeyMold,n/a,1804
CrimsonKeyMold,n/a,1805
HallowedKeyMold,n/a,1806
FrozenKeyMold,n/a,1807
HangingJackOLantern,1,1808
RottenEgg,99,1809
UnluckyYarn,1,1810
BlackFairyDust,1,1811
Jackelier,1,1812
JackOLantern,1,1813
SpookyChair,1,1814
SpookyDoor,1,1815
SpookyTable,1,1816
SpookyWorkBench,1,1817
SpookyPlatform,200,1818
ReaperHood,1,1819
ReaperRobe,1,1820
FoxMask,1,1821
FoxShirt,1,1822
FoxPants,1,1823
CatEars,1,1824
BloodyMachete,1,1825
TheHorsemansBlade,1,1826
BladedGlove,1,1827
PumpkinSeed,25,1828
SpookyHook,1,1829
SpookyWings,1,1830
SpookyTwig,1,1831
SpookyHelmet,1,1832
SpookyBreastplate,1,1833
SpookyLeggings,1,1834
StakeLauncher,1,1835
Stake,99,1836
CursedSapling,1,1837
SpaceCreatureMask,1,1838
SpaceCreatureShirt,1,1839
SpaceCreaturePants,1,1840
WolfMask,1,1841
WolfShirt,1,1842
WolfPants,1,1843
PumpkinMoonMedallion,3,1844
NecromanticScroll,1,1845
JackingSkeletron,1,1846
BitterHarvest,1,1847
BloodMoonCountess,1,1848
HallowsEve,1,1849
MorbidCuriosity,1,1850
TreasureHunterShirt,1,1851
TreasureHunterPants,1,1852
DryadCoverings,1,1853
DryadLoincloth,1,1854
MourningWoodTrophy,1,1855
PumpkingTrophy,1,1856
JackOLanternMask,1,1857
SniperScope,1,1858
HeartLantern,1,1859
JellyfishDivingGear,1,1860
ArcticDivingGear,1,1861
FrostsparkBoots,1,1862
FartInABalloon,1,1863
PapyrusScarab,1,1864
CelestialStone,1,1865
Hoverboard,1,1866
CandyCane,n/a,1867
SugarPlum,n/a,1868
Present,10,1869
RedRyder,1,1870
FestiveWings,1,1871
PineTreeBlock,100,1872
ChristmasTree,1,1873
StarTopper1,1,1874
StarTopper2,1,1875
StarTopper3,1,1876
BowTopper,1,1877
WhiteGarland,1,1878
WhiteAndRedGarland,1,1879
RedGardland,1,1880
RedAndGreenGardland,1,1881
GreenGardland,1,1882
GreenAndWhiteGarland,1,1883
MulticoloredBulb,1,1884
RedBulb,1,1885
YellowBulb,1,1886
GreenBulb,1,1887
RedAndGreenBulb,1,1888
YellowAndGreenBulb,1,1889
RedAndYellowBulb,1,1890
WhiteBulb,1,1891
WhiteAndRedBulb,1,1892
WhiteAndYellowBulb,1,1893
WhiteAndGreenBulb,1,1894
MulticoloredLights,1,1895
RedLights,1,1896
GreenLights,1,1897
BlueLights,1,1898
YellowLights,1,1899
RedAndYellowLights,1,1900
RedAndGreenLights,1,1901
YellowAndGreenLights,1,1902
BlueAndGreenLights,1,1903
RedAndBlueLights,1,1904
BlueAndYellowLights,1,1905
GiantBow,1,1906
ReindeerAntlers,1,1907
Holly,1,1908
CandyCaneSword,1,1909
EldMelter,1,1910
ChristmasPudding,10,1911
Eggnog,30,1912
StarAnise,99,1913
ReindeerBells,1,1914
CandyCaneHook,1,1915
ChristmasHook,1,1916
CnadyCanePickaxe,1,1917
FruitcakeChakram,1,1918
SugarCookie,10,1919
GingerbreadCookie,10,1920
HandWarmer,1,1921
Coal,1,1922
Toolbox,1,1923
PineDoor,1,1924
PineChair,1,1925
PineTable,1,1926
DogWhistle,1,1927
ChristmasTreeSword,1,1928
ChainGun,1,1929
Razorpine,1,1930
BlizzardStaff,1,1931
MrsClauseHat,1,1932
MrsClauseShirt,1,1933
MrsClauseHeels,1,1934
ParkaHood,1,1935
ParkaCoat,1,1936
ParkaPants,1,1937
SnowHat,1,1938
UglySweater,1,1939
TreeMask,1,1940
TreeShirt,1,1941
TreeTrunks,1,1942
ElfHat,1,1943
ElfShirt,1,1944
ElfPants,1,1945
SnowmanCannon,1,1946
NorthPole,1,1947
ChristmasTreeWallpaper,400,1948
OrnamentWallpaper,400,1949
CandyCaneWallpaper,400,1950
FestiveWallpaper,400,1951
StarsWallpaper,400,1952
SquigglesWallpaper,400,1953
SnowflakeWallpaper,400,1954
KrampusHornWallpaper,400,1955
BluegreenWallpaper,400,1956
GrinchFingerWallpaper,400,1957
NaughtyPresent,3,1958
BabyGrinchMischiefWhistle,1,1959
IceQueenTrophy,1,1960
SantaNK1Trophy,1,1961
EverscreamTrophy,1,1962
MusicBoxPumpkinMoon,1,1963
MusicBoxAltUnderground,1,1964
MusicBoxFrostMoon,1,1965
BrownPaint,100,1966
ShadowPaint,100,1967
NegativePaint,100,1968
TeamDye,3,1969
AmethystGemsparkBlock,100,1970
TopazGemsparkBlock,100,1971
SapphireGemsparkBlock,100,1972
EmeraldGemsparkBlock,100,1973
RubyGemsparkBlock,100,1974
DiamondGemsparkBlock,100,1975
AmberGemsparkBlock,100,1976
LifeHairDye,1,1977
ManaHairDye,1,1978
DepthHairDye,1,1979
MoneyHairDye,1,1980
TimeHairDye,1,1981
TeamHairDye,1,1982
BiomeHairDye,1,1983
PartyHairDye,1,1984
RainbowHairDye,1,1985
SpeedHairDye,1,1986
AngelHalo,1,1987
Fez,1,1988
Womannquin,1,1989
HairDyeRemover,1,1990
BugNet,1,1991
Firefly,5,1992
FireflyinaBottle,1,1993
MonarchButterfly,5,1994
PurpleEmperorButterfly,5,1995
RedAdmiralButterfly,5,1996
UlyssesButterfly,5,1997
SulphurButterfly,5,1998
TreeNymphButterfly,5,1999
ZebraSwallowtailButterfly,5,2000
JuliaButterfly,5,2001
Worm,5,2002
Mouse,5,2003
LightningBug,5,2004
LightningBuginaBottle,1,2005
Snail,5,2006
GlowingSnail,5,2007
FancyGreyWallpaper,400,2008
IceFloeWallpaper,400,2009
MusicWallpaper,400,2010
PurpleRainWallpaper,400,2011
RainbowWallpaper,400,2012
SparkleStoneWallpaper,400,2013
StarlitHeavenWallpaper,400,2014
Bird,5,2015
BlueJay,5,2016
Cardinal,5,2017
Squirrel,5,2018
Bunny,5,2019
CactusBookcase,1,2020
EbonwoodBookcase,1,2021
FleshBookcase,1,2022
HoneyBookcase,1,2023
SteampunkBookcase,1,2024
GlassBookcase,1,2025
RichMahoganyBookcase,1,2026
PearlwoodBookcase,1,2027
SpookyBookcase,1,2028
SkywareBookcase,1,2029
LihzahrdBookcase,1,2030
FrozenBookcase,1,2031
CactusLantern,1,2032
EbonwoodLantern,1,2033
FleshLantern,1,2034
HoneyLantern,1,2035
SteampunkLantern,1,2036
GlassLantern,1,2037
RichMahoganyLantern,1,2038
PearlwoodLantern,1,2039
FrozenLantern,1,2040
LihzahrdLantern,1,2041
SkywareLantern,1,2042
SpookyLantern,1,2043
FrozenDoor,1,2044
CactusCandle,1,2045
EbonwoodCandle,1,2046
FleshCandle,1,2047
GlassCandle,1,2048
FrozenCandle,1,2049
RichMahoganyCandle,1,2050
PearlwoodCandle,1,2051
LihzahrdCandle,1,2052
SkywareCandle,1,2053
PumpkinCandle,1,2054
CactusChandelier,1,2055
EbonwoodChandelier,1,2056
FleshChandelier,1,2057
HoneyChandelier,1,2058
FrozenChandelier,1,2059
RichMahoganyChandelier,1,2060
PearlwoodChandelier,1,2061
LihzahrdChandelier,1,2062
SkywareChandelier,1,2063
SpookyChandelier,1,2064
GlassChandelier,1,2065
CactusBed,1,2066
FleshBed,1,2067
FrozenBed,1,2068
LihzahrdBed,1,2069
SkywareBed,1,2070
SpookyBed,1,2071
CactusBathtub,1,2072
EbonwoodBathtub,1,2073
FleshBathtub,1,2074
GlassBathtub,1,2075
FrozenBathtub,1,2076
RichMahoganyBathtub,1,2077
PearlwoodBathtub,1,2078
LihzahrdBathtub,1,2079
SkywareBathtub,1,2080
SpookyBathtub,1,2081
CactusLamp,1,2082
EbonwoodLamp,1,2083
FleshLamp,1,2084
GlassLamp,1,2085
FrozenLamp,1,2086
RichMahoganyLamp,1,2087
PearlwoodLamp,1,2088
LihzahrdLamp,1,2089
SkywareLamp,1,2090
SpookyLamp,1,2091
CactusCandelabra,1,2092
EbonwoodCandelabra,1,2093
FleshCandelabra,1,2094
HoneyCandelabra,1,2095
SteampunkCandelabra,1,2096
GlassCandelabra,1,2097
RichMahoganyCandelabra,1,2098
PearlwoodCandelabra,1,2099
FrozenCandelabra,1,2100
LihzahrdCandelabra,1,2101
SkywareCandelabra,1,2102
SpookyCandelabra,1,2103
BrainMask,1,2104
FleshMask,1,2105
TwinMask,1,2106
SkeletronPrimeMask,1,2107
BeeMask,1,2108
PlanteraMask,1,2109
GolemMask,1,2110
EaterMask,1,2111
EyeMask,1,2112
DestroyerMask,1,2113
BlacksmithRack,1,2114
CarpentryRack,1,2115
HelmetRack,1,2116
SpearRack,1,2117
SwordRack,1,2118
StoneSlab,100,2119
SandstoneSlab,100,2120
Frog,5,2121
MallardDuck,5,2122
Duck,5,2123
HoneyBathtub,1,2124
SteampunkBathtub,1,2125
LivingWoodBathtub,1,2126
ShadewoodBathtub,1,2127
BoneBathtub,1,2128
HoneyLamp,1,2129
SteampunkLamp,1,2130
LivingWoodLamp,1,2131
ShadewoodLamp,1,2132
GoldenLamp,1,2133
BoneLamp,1,2134
LivingWoodBookcase,1,2135
ShadewoodBookcase,1,2136
GoldenBookcase,1,2137
BoneBookcase,1,2138
LivingWoodBed,1,2139
BoneBed,1,2140
LivingWoodChandelier,1,2141
ShadewoodChandelier,1,2142
GoldenChandelier,1,2143
BoneChandelier,1,2144
LivingWoodLantern,1,2145
ShadewoodLantern,1,2146
GoldenLantern,1,2147
BoneLantern,1,2148
LivingWoodCandelabra,1,2149
ShadewoodCandelabra,1,2150
GoldenCandelabra,1,2151
BoneCandelabra,1,2152
LivingWoodCandle,1,2153
ShadewoodCandle,1,2154
GoldenCandle,1,2155
BlackScorpion,5,2156
Scorpion,5,2157
BubbleWallpaper,400,2158
CopperPipeWallpaper,400,2159
DuckyWallpaper,400,2160
FrostCore,3,2161
BunnyCage,1,2162
SquirrelCage,1,2163
MallardDuckCage,1,2164
DuckCage,1,2165
BirdCage,1,2166
BlueJayCage,1,2167
CardinalCage,1,2168
WaterfallWall,400,2169
LavafallWall,400,2170
CrimsonSeeds,25,2171
HeavyWorkBench,1,2172
CopperPlating,100,2173
SnailCage,1,2174
GlowingSnailCage,1,2175
